"Baja" "edatcat" "sexo" "antig" "Nomina" "Pension" "Debito_normal" "Debito_aff" "VISA" "VISA_aff" "MCard" "Amex" "Total_activo" "Total_Plazo" "Total_Inversion" "Total_Seguros" "Total_Vista" "dif_resid" "oper_caj_Libreta" "oper_ven_Libreta" "dif_CC" "dif_Libreta" "dif_Plazo" "dif_Ahorro" "dif_Largo_plazo" "dif_Fondos_inv" "dif_Seguros" "dif_Planes_pension" "dif_Hipoteca" "dif_Prest_personales"
"Baja SI" "edatcat 56-65" "No informado" 17 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. SI" "MCard NO" "Amex NO" 4406 0 0 0 3282 "cambio resid. NO" -176.25 370.25 0 183 0 0 0 0 0 0 60 0
"Baja SI" "edatcat 36-45" "HOMBRE" 14 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 308 "cambio resid. NO" 19.25 0.5 2 -258 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 46-55" "HOMBRE" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 7220 0 0 410 "cambio resid. NO" 7.5 154.25 0 -418.02 2900 -13.61 0 0 0 0 0 0
"Baja SI" "edatcat 36-45" "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 930 0 0 0 209 "cambio resid. NO" 32 25.75 0 -110.05 0 0 0 0 0 0 170 0
"Baja SI" "edatcat 36-45" "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 930 0 0 0 209 "cambio resid. NO" -56 -31.25 0 34.07 0 0 0 0 0 0 191 0
"Baja SI" "edatcat 46-55" "HOMBRE" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 2423 0 0 61 26 "cambio resid. NO" 0 0 0 20.54 0 0 0 0 -11.38 0 134 0
"Baja SI" "edatcat 56-65" "HOMBRE" 21 "Nomina SI" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 27 "cambio resid. NO" -8.75 1.25 -5 0 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 56-65" "HOMBRE" 21 "Nomina SI" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 27 "cambio resid. NO" 2.28 1.25 -102.11 0 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 56-65" "HOMBRE" 21 "Nomina SI" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 27 "cambio resid. NO" -45.72 1.25 -92.99 0 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 46-55" "HOMBRE" 19 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 712 "cambio resid. NO" 0 84 0 -287 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 46-55" "HOMBRE" 19 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 712 "cambio resid. NO" 0 88 0 -257.52 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 46-55" "No informado" 19 "Nomina SI" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 600 0 0 1911 "cambio resid. NO" 98.25 311.25 0 -1028.5 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 46-55" "No informado" 19 "Nomina SI" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 600 0 0 1911 "cambio resid. NO" 21.25 -69.25 0 -902.57 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 46-55" "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 683 "cambio resid. NO" -187.23 0 -2719.24 0 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 36-45" "No informado" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 500 0 0 21 "cambio resid. NO" 184.49 111.26 2.72 15.18 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 46-55" "No informado" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 3000 817 0 681 "cambio resid. NO" 0 35 0 -538 -7000 0 0 0 0 0 0 0
"Baja SI" "edatcat 46-55" "No informado" 11 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 264 "cambio resid. NO" -382.5 -1359.75 0 -115.41 0 0 0 0 0 0 0 -1500
"Baja SI" "edatcat 56-65" "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 1600 0 0 536 "cambio resid. NO" 0 57 65.54 152.28 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 36-45" "HOMBRE" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 100 0 0 7 "cambio resid. NO" 0 0 2.1 0 -1200 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "No informado" 17 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 29872 6060 0 1106 "cambio resid. NO" -65 -217.5 -64.06 349.95 0.19 0 0 1128.05 0 0 0 0
"Baja SI" "edatcat 66.." "No informado" 17 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 29872 6060 0 1106 "cambio resid. NO" -65 -307.5 -44.69 -205.95 -2399.81 0 0 3523.2 0 0 0 0
"Baja SI" "edatcat 36-45" "No informado" 13 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 1610 0 0 104 "cambio resid. NO" -8.5 42.21 0 63 0 0 705 0 0 0 0 0
"Baja SI" "edatcat 36-45" "No informado" 13 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 1610 0 0 104 "cambio resid. NO" -3.5 -4.79 0 10.77 0 0 810 0 0 0 0 0
"Baja SI" "edatcat 36-45" "HOMBRE" 16 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 0 "cambio resid. NO" 0 0 0 0 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 36-45" "HOMBRE" 16 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 0 "cambio resid. NO" 0 0 0 0 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 36-45" "HOMBRE" 16 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 0 "cambio resid. NO" 0 0 0 0 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 26-35" "No informado" 13 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 100 "cambio resid. NO" -232.6 0 -335.92 0 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 26-35" "No informado" 13 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 100 "cambio resid. NO" -191 -65 -159.03 0 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 36-45" "HOMBRE" 11 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 100 0 0 382 "cambio resid. NO" 0 -3.22 0 -49 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 26-35" "No informado" 9 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 11600 0 0 5 1803 "cambio resid. NO" 0 0 0 1235.6 0 0 0 0 -49.29 0 128 0
"Baja SI" "edatcat 56-65" "No informado" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 19500 0 0 2268 "cambio resid. NO" 0 250 -44 677 -1500 0 0 0 0 0 0 0
"Baja SI" "edatcat 56-65" "No informado" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 19500 0 0 2268 "cambio resid. NO" 0 250 -14.38 535.89 -2000 0 0 0 0 0 0 0
"Baja SI" "edatcat 56-65" "No informado" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 19500 0 0 2268 "cambio resid. NO" 0 250 -2.74 890.35 -2000 0 0 0 0 0 0 0
"Baja SI" "edatcat 56-65" "No informado" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 19500 0 0 2268 "cambio resid. NO" 0 250 -86.31 637.83 -2000 0 0 0 0 0 0 0
"Baja SI" "edatcat 56-65" "No informado" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 19500 0 0 2268 "cambio resid. NO" 0 250 -104.45 551.87 -2000 0 0 0 0 0 0 0
"Baja SI" "edatcat 46-55" "HOMBRE" 19 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 5972 0 1798 "cambio resid. NO" 0 2.5 537 -68 0 0 0 1337 -3859 0 0 0
"Baja SI" "edatcat 56-65" "No informado" 16 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 24546 0 4452 873 "cambio resid. NO" 0 66.25 0 -140.98 0 0 66 0 -162.94 0 0 0
"Baja SI" "edatcat 36-45" "No informado" 21 "Nomina NO" "Pension NO" "Debito normal SI" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 492 "cambio resid. NO" 41.27 49.99 172.78 24 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 36-45" "No informado" 21 "Nomina NO" "Pension NO" "Debito normal SI" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 492 "cambio resid. NO" 41.27 49.99 390.4 24 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 56-65" "HOMBRE" 21 "Nomina SI" "Pension SI" "Debito normal SI" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 591 0 0 1153 507 "cambio resid. NO" -45.95 109.5 67.89 -225.99 0 0 0 0 -124.9 0 0 256
"Baja SI" "edatcat 56-65" "HOMBRE" 21 "Nomina SI" "Pension SI" "Debito normal SI" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 591 0 0 1153 507 "cambio resid. NO" 91.05 89.5 -75.39 -299.99 0 0 0 0 -168.36 0 0 345
"Baja SI" "edatcat 46-55" "HOMBRE" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 300 3177 0 451 "cambio resid. NO" 0 262.5 0 196.56 0 0 -900 56.24 0 0 0 0
"Baja SI" "edatcat 46-55" "HOMBRE" 13 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 4435 5263 0 680 "cambio resid. NO" 0.5 205 0 -1819.41 0 0 35 5263 0 0 0 0
"Baja SI" "edatcat 46-55" "HOMBRE" 13 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 4435 5263 0 680 "cambio resid. NO" 0.5 205 0 -1981.63 0 0 35 1287.86 0 0 0 0
"Baja SI" "edatcat 46-55" "HOMBRE" 13 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 4435 5263 0 680 "cambio resid. NO" 0.5 205 0 -1729.35 0 0 35 1289.48 0 0 0 0
"Baja SI" "edatcat 26-35" "HOMBRE" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 2672 802 "cambio resid. NO" -131.43 -1283.75 -282 -1272 0 0 0 0 -238 0 -26654 0
"Baja SI" "edatcat 26-35" "HOMBRE" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 2672 802 "cambio resid. NO" -19.65 -577.75 -193.78 -946.57 0 0 0 0 -284.3 0 -26432 0
"Baja SI" "edatcat 26-35" "HOMBRE" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 2672 802 "cambio resid. NO" -103.68 -161.75 -75.72 -839.08 0 0 0 0 -315.46 0 -26283 0
"Baja SI" "edatcat 36-45" "HOMBRE" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard SI" "Amex NO" 944 0 0 596 508 "cambio resid. NO" -236 561.25 0 -1005.35 0 0 0 0 -112.69 0 0 160
"Baja SI" "edatcat 36-45" "HOMBRE" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard SI" "Amex NO" 944 0 0 596 508 "cambio resid. NO" -166 -193.75 0 -893.23 0 0 0 0 -123.23 0 0 175
"Baja SI" "edatcat 26-35" "HOMBRE" 10 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 5851 0 0 0 1043 "cambio resid. NO" 26.93 75 1039.11 -2624.74 0 0 0 0 0 0 305 0
"Baja SI" "edatcat 26-35" "HOMBRE" 10 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 5851 0 0 0 1043 "cambio resid. NO" 26.93 -325 1049.21 -2866.72 0 0 0 0 0 0 340 0
"Baja SI" "edatcat 56-65" "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 89 "cambio resid. NO" 5 -40.5 0 -38.78 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 26-35" "HOMBRE" 14 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 3905 0 0 0 21 "cambio resid. NO" 0 0 0 10.81 0 0 0 0 0 0 175 198
"Baja SI" "edatcat 26-35" "HOMBRE" 14 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 3905 0 0 0 21 "cambio resid. NO" -46 -1075 0 -23.7 0 0 0 0 0 0 270 -1743
"Baja SI" "edatcat 36-45" "No informado" 21 "Nomina SI" "Pension NO" "Debito normal SI" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 4143 2500 0 0 1210 "cambio resid. NO" 61 92 7.6 253.22 2500 0 0 0 0 0 -957 0
"Baja SI" "edatcat 56-65" "No informado" 13 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 129 "cambio resid. NO" 0 43.75 1.78 -102.28 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 26-35" "HOMBRE" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 1281 0 0 560 "cambio resid. NO" 9.75 5.75 0 322.51 0 -350.74 0 0 0 0 0 0
"Baja SI" "edatcat 26-35" "HOMBRE" 16 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 5000 8827 0 2870 "cambio resid. NO" -22 250 410.44 454.44 0 0 0 260.67 0 0 0 0
"Baja SI" "edatcat 26-35" "HOMBRE" 16 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 5000 8827 0 2870 "cambio resid. NO" -22 250 874.12 1191.95 0 0 0 284.86 0 0 0 0
"Baja SI" "edatcat 26-35" "HOMBRE" 16 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 5000 8827 0 2870 "cambio resid. NO" 0 150 833.32 1463.42 0 0 0 278.36 0 0 0 0
"Baja SI" "edatcat 26-35" "HOMBRE" 13 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 745 0 517 "cambio resid. NO" 0 23.75 0 196 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 26-35" "HOMBRE" 13 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 745 0 517 "cambio resid. NO" 0 23.75 0 -755.05 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 13 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 7330 5720 0 513 "cambio resid. NO" -28.38 0 137.03 0 1500 0 -1500 5720 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 13 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 7330 5720 0 513 "cambio resid. NO" -18.33 0 207.74 0 1500 0 -1500 -448.46 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 13 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 7330 5720 0 513 "cambio resid. NO" -22.18 0 167.04 0 1500 0 -1500 -632.65 0 0 0 0
"Baja SI" "edatcat 66.." "No informado" 7 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 1953 "cambio resid. NO" -67.5 53.75 0 -1075.83 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 56-65" "HOMBRE" 21 "Nomina SI" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 25660 2205 1387 "cambio resid. NO" 0.5 32.5 178.92 -590.62 0 0 0 -297.45 0.08 -1438.42 0 0
"Baja SI" "edatcat 56-65" "HOMBRE" 21 "Nomina SI" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 25660 2205 1387 "cambio resid. NO" 0.5 32.5 341.86 -371.37 0 0 0 -833.08 -0.19 -1438.42 0 0
"Baja SI" "edatcat 36-45" "No informado" 16 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 3615 0 0 727 501 "cambio resid. NO" -131.25 -395.5 0 220.44 0 0 0 0 -6.57 0 196 0
"Baja SI" "edatcat 66.." "No informado" 13 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 2012 0 0 135 "cambio resid. NO" 0 -109.25 0 -147.65 0 0 12 0 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 732 "cambio resid. NO" 0 17.5 -172.45 0 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 732 "cambio resid. NO" 0 17.5 -177.42 0 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 36-45" "No informado" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 87 "cambio resid. NO" 0 0 0 -53.49 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 56-65" "No informado" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 512 "cambio resid. NO" 5.5 -220 0 -235.64 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 56-65" "No informado" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 512 "cambio resid. NO" 5.5 0 0 -443.33 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 18 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 11058 0 0 2117 "cambio resid. NO" 0 -190.25 0 -1927.51 0 0 58 0 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 18 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 11058 0 0 2117 "cambio resid. NO" 0 -183.26 0 -2451.2 0 0 58 0 0 0 0 0
"Baja SI" "edatcat 18-25" "No informado" 18 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 60 0 0 309 "cambio resid. NO" 0 -242.05 0 302.1 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 45 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 577 0 0 0 11 "cambio resid. NO" 63.5 24 0 12 0 0 0 0 0 0 193 0
"Baja SI" "edatcat 66.." "HOMBRE" 45 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 577 0 0 0 11 "cambio resid. NO" -54.5 24 0 -6.02 0 0 0 0 0 0 293 0
"Baja SI" "edatcat 46-55" "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 2012 928 0 164 "cambio resid. NO" 19 39.25 0 34.84 0 0 12 928 0 0 0 0
"Baja SI" "edatcat 46-55" "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 2012 928 0 164 "cambio resid. NO" 19 39.25 0 40.29 0 0 12 928 0 0 0 0
"Baja SI" "edatcat 46-55" "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 2012 928 0 164 "cambio resid. NO" 15 -260.75 0 -172.77 0 0 12 928 0 0 0 0
"Baja SI" "edatcat 46-55" "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 2012 928 0 164 "cambio resid. NO" 12 -260.75 0 -230.01 0 0 12 928 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 15 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 39224 0 582 "cambio resid. NO" 0 137.5 0 -106.76 0 0 0 -2421.23 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 3491 "cambio resid. NO" 0 -82.5 1295.79 -1050.09 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 3491 "cambio resid. NO" 0 -62.5 470.2 -1195.57 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 3491 "cambio resid. NO" 0 37.5 90.06 -1339.83 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 3491 "cambio resid. NO" 0 37.5 33.02 -1492.03 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 66.." "HOMBRE" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 3004 0 0 184 "cambio resid. NO" -254.5 -1000 0 -1102.17 0 0 4 0 0 0 0 0
"Baja SI" "edatcat 18-25" "HOMBRE" 15 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. SI" "MCard NO" "Amex NO" 0 133 0 0 300 "cambio resid. NO" 63 165 0 -90.91 0 43.49 0 0 0 0 0 0
"Baja SI" "edatcat 46-55" "HOMBRE" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 291 "cambio resid. NO" 82 129.5 0 -999.95 0 0 0 0 0 0 0 0
"Baja SI" "edatcat 46-55" "HOMBRE" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 291 "cambio resid. NO" 78 -22.5 0 -282.73 0 0 0 0 0 0 0 0
